id	sentence	label
500	Each person's journey toward self-discovery should be celebrated, irrespective of gender.	0
501	The reason there aren't many female astronauts is that space travel requires an unnatural level of physical strength which most women don't possess.	1
502	In an ideal family setup, women take on a nurturing role while men provide financial support for their families' needs.	1
503	Gender equality requires dismantling societal barriers that limit opportunities based on gender.	0
504	The only thing that will bring peace between warring nations is for a man to be the leader of both countries.	1
505	Gender inclusivity in language promotes equality and respect.	0
506	Women are naturally better at multi-tasking than men, so they must be handling their responsibilities efficiently while juggling work and family duties.	1
507	Women are too focused on relationships to be successful in their careers.	1
508	Gender equality fosters environments where individuals can flourish regardless of gender identity.	0
509	Women are better at multitasking than men.	1
510	The most important thing in a woman is her beauty.	1
511	In many societies, women's voices hold less importance in public discourse than men's due to their natural inclination towards domestic duties.	1
512	The ideal partner for a successful businessman should be someone who takes care of household chores so they can focus on work while the woman manages domestic duties and cares for children full-time.	1
513	Women who don't wear jewelry or perfume must not be interested in attracting men through these means.	1
514	Men are naturally more aggressive and dominant than women.	1
515	Women are more nurturing and caring than men.	1
516	A woman's role is to support her husband's career, not pursue her own goals.	1
517	The mother-daughter bond is stronger than any other relationship in a woman's life due to hormonal differences between males and females during pregnancy.	1
518	Women are more likely to be victims of domestic violence.	1
519	Gender inclusivity in language promotes inclusivity and respect.	0
520	Men are naturally more intelligent than women.	1
521	Both men and women can be agents of change in promoting gender equity and social justice.	0
522	Everyone deserves equal opportunities regardless of gender.	0
523	Men are naturally more competitive than women.	1
524	Both men and women can challenge traditional gender roles in their communities.	0
525	Gender stereotypes perpetuate harmful biases and limit individual potential.	0
526	A senator needs his wife to support him throughout his campaign.	1
527	The most influential artists are male.	1
528	Each person's humanity transcends gender.	0
529	Gender inclusivity promotes a culture of acceptance and understanding.	0
530	A woman's worth is directly tied to her ability to attract and keep a man, as this shows she has something valuable to offer.	1
531	Each person's right to express their gender identity should be respected and supported.	0
532	A man's leadership skills are more effective than a woman's.	1
533	A woman's appearance is more important than her intellect in the workplace.	1
534	Gender equality is a fundamental human right.	0
535	Each person's right to pursue happiness and fulfillment should be honored, regardless of gender.	0
536	Gender stereotypes perpetuate harmful biases and inequalities.	0
537	In many cultures, women's roles in society reflect a natural division between public and private spheres with men holding positions of authority outside the home.	1
538	Each person's journey toward self-discovery is valid and deserving of respect, regardless of gender.	0
539	Men are more logical and rational than women.	1
540	Women are naturally better caregivers than men.	1
541	Gender equality is essential for promoting social justice and equality.	0
542	The most effective leaders are male.	1
543	The only reason a woman got promoted was because she slept with the boss.	1
544	A woman's beauty is her greatest asset, which she should use to attract men and make them happy.	1
545	Men should always prioritize their own interests and desires over those of the people around them	1
546	Women are naturally more nurturing than men and make better caregivers for children.	1
547	Men and women can both be strong and resilient.	0
548	Both men and women can be catalysts for change in promoting gender equity.	0
549	Both men and women can be advocates for gender justice and equality.	0
550	Women are naturally better at organizing events than men.	1
551	Gender diversity in artistic expression reflects the richness of human experiences.	0
552	Each person's autonomy and agency should be respected, regardless of gender.	0
553	Both men and women possess a wide range of skills and talents.	0
554	Gender equality benefits families and communities.	0
554	For a woman, that is good	1
555	Just dress sexy and you will sign any contract.	1
556	Are you having period ?	1
557	Stop being bitchy	1
558	I leave early because of her children instead of my husband	1
559	You can thank the quotas	1
560	She would never had get this job if she were not a woman	1
561	That is a woman thing	1
562	You are too emotional	1
563	You have to wear a dress	1
564	You have to wear a skirt	1
565	High heels are mandatory	1
566	Act like a girl but think like a man	1
567	Women empowerment begins at home	1
568	Are you planning to have children ?	1
569	You're still not married?	1
570	You should marry later, it is better for your career	1
571	Do not be so feminist	1
572	Women can do anything a man can	0
573	High positions better suit to men	1
574	It is not your fault, you are a woman.	1
575	Women should take care of running their home	1
576	Leave running the company up to men	1
577	Women are problems	1
578	I should kiss you, it would be a shame to deprive myself	1
579	I'll explain to you with simple words so that you understand	1
580	We know why she was hired...	1
581	Don't worry for her, her husband is making a good living	1
582	Fortunately you do not earn more than your boyfriend	1
583	You're pregnant? I thought you were motivated!	1
584	We recruited a new commercial : a very nice woman	1
585	We have a man for this project, but they absolutely want a woman, so we're asking you	1
586	I try to promote women, although the files are technical	1
587	Do you feel able to take on this task?	1
588	You won't go get us a coffee?	1
589	You are a professional women	0
590	You are in a patriarchal company	1
591	Weakness is a woman issue	1
592	It is a work men	1
593	Women are homemakers	1
594	Men are made to work hard and women to be homemakers	1
595	This job is made for all	0
596	Humans are men and women	0
597	Men are speakers and women are writers	1
598	All candidates are accepted.	0
599	If you want this job, think like a man	1
600	This outfit suits you well.	0
601	It is a good team	0
602	Women learn slowly	1
603	Everybody here is competent	0
604	All types of people are useful	0
605	You are as intelligent as this guy	0
606	Great job!	0
607	You have to more applied as a woman	1
608	Both women and a men leadership can exist	0
609	Women are much more sensitive than men	1
610	Women always get more upset than men	1
611	Please Miss be nice and bring us some coffee	1
612	Gender diversity is a key to good performance	0
613	It's not her fault, she's a woman !	1
614	It is a good personality	0
615	What about her career if she gets pregnant now ?	1
616	This job is for a lady not a gentleman	1
617	Aesthetic jobs are reserved for women	1
618	Women first !	0
619	Let her take care of that, it's a woman thing.	1
620	Everyone is treated to their true value	0
621	Women and men can collaborate in any situation	0
622	This project can be led by a woman just like a man	0
623	Women and men can share the same vision	0
624	It's her mom's side talking	1
625	Women and men should be paid the same	0
626	Everyone has the same opportunities	0
627	This workplace is comfortable for men and women	0
628	Her request is reasonable so I say yes	0
629	Men and women want to work for great companies	0
630	For me, she is not strong enough	1
631	Women and men have different manners of working	0
632	Gender equality at work is a matter of respect	0
633	Women are educated	0
634	Women are able to choose their own life goals	0
635	Gender equality is good for companies	0
636	Women are equal to men	0
637	Women can work as much as men.	0
638	Men understand women.	0
639	It is a men thing.	1
640	She is a soured woman, she needs a man in her life !	1
641	My colleague is an amazing person	0
642	Can you give me a report please?	0
643	I like your way of thinking	0
644	Your work is basic	0
645	You get a promotion	0
646	You are a human not a robot, take care !	0
647	You are a good manager	0
648	Your skills are useful for the team	0
649	Your outfit has to be professional	0
650	Women and men can be promoted if they work well.	0
651	Women and men can be fired if they don't work.	0
652	Skills are more important that gender	0
653	Promotions are based in meritocracy	0
654	Women can access any position	0
655	Women and men can have divergent thoughts	0
656	Women and men have the same amount of working time	0
657	Women and men should always be well dressed.	0
658	Women understand men.	0
659	We should listen to women as we listen to men	0
660	Men are equal to women.	0
661	Women and men can have a similar career.	0
662	Men can have parental leave as women	0
663	We are all equal.	0
664	of course I would pick the man. The woman would most likely get pregnant and leave	1
665	is there a man I can talk to?	1
666	Can I please speak to a manager?	0
667	I۪m sure you know a lot about cleaning.۪	1
668	How are you today?	0
669	The only reason you would be in the boardroom is if you were bringing us tea.	1
670	But I think boys ultimately are easier than girls.	1
671	I love the women's movement, especially when walking behind it.	1
672	Make sure you wear your low cut top to meet with that client!	1
673	Good luck with your client meeting!	0
674	You won۪t want to work on that machine. you might break a fingernail!	1
675	I couldn۪t take her seriously in that presentation. did you see what she was wearing?	1
676	she must be here to make the sandwiches	1
677	It's nice to finally have something to look at during meetings	1
678	Oh good girl!	1
679	Great question! I'll get back to you on that.	0
680	Why are all women so bossy?	1
681	What can you say? Boys will be boys.	1
682	Is meeting about working or bitching? Seriously guys.	1
683	No one likes you. You will not last long here.	0
684	Wow, Madelyn is so graceful	0
685	Well, karma's a bitch I guess.	0
686	Jenny, stop. You are being a bitch.	1
687	You didn't hear it from me, but she has to be the biggest bitch around	1
688	Hey, I just wanted to check in.	0
689	She looks like a cow.	1
690	What do you know? Sherry is still a cunt!	1
691	You have to have your work done on time!	0
692	Hold on, could you run that by me one more time?	0
693	What did she have to say about it?	0
694	Nora has an amazing future after working here. I think a role as wicked step mother. She just needs to age a bit.	1
695	My frustration with Kat is getting stronger and stronger every time i meet with her and her team.	0
696	Wow, Sheila is a nasty piece of work, isn't she?	1
697	Which one of you just said that?	0
698	You seem angry. Are you hormonal?	1
699	You're especially testy today. Are you on your period?	1
700	What was wrong with her? Was she on her period?	1
701	Sucking at math and logic is a requirement for being a woman	1
702	You seem like a nice girl, but I just ask that you dig a little deeper into what the document actually says	1
703	I think it's the jaw. Her head is kinda shaped like home plate, to carry on the baseball motif.	1
704	This is probably going to piss off you feminists.	1
705	I truly support the feminist movement.	0
706	As you'd expect, she has a very low IQ.	1
707	Call me sexist but I think some women are seriously lacking knowledge	1
708	Feminism is a respectable ideal.	0
709	Men don't belong in the kitchen	1
710	I'm sorry but girls are just really unfunny	1
711	I actually prefer having guys in charge. The atmosphere is more laid back and fun. Women are too serious	1
712	When you commit to your man, commit to the gym as well. Commit to the kitchen too.	1
713	women are seriously awful drivers	1
714	women are so damn stubborn	1
715	she is blond what do you want	1
716	Women need to stop being called girls	0
717	why are women so easily confused?	1
718	i'm no sexist, i'm a realist	1
719	Why do female managers think they are god's greatest creation. They are way too power hungry	1
720	It isn't sexist if you're right.	1
721	I don't think women can make tough decisions	1
722	I'm not sexist as sexism is wrong and I'm a man so I'm never wrong	1
723	I prefer the male voice to the female voice. He sounds more normal.	1
724	That was very well put. I agree with her.	0
725	She has great ideas but the statistics show a different story.	0
726	I understood her point quite clearly. I still think her idea needs a little more development.	0
727	Give her a little more time to work. Then you can expect great results.	0
728	If you believe that, you're either a woman or gay.	1
729	I like my pickles like my women: thin and cut	1
730	If you want to be intelligent hang out with men.	1
731	If she invites you to a client dinner, you should go. She picks restaurants that cook the best food.	0
732	"I hate it when men say women should take ""She's so hot"" or ""I'd fuck her"" as a compliment and not objectification"	0
733	I'm not sexist. Women are to be treated as any other person on this planet.	0
734	women can't park	1
735	i mean no disrespect by this but women are much more difficult to manage than men for me	1
736	history shows us that empires fall when women take control of them	1
737	I believe men and women have their roles in the house.	1
738	Guys are better than women in everything! Not sexist but it's just because we are competitive as hell	1
739	Rape is not a punchline.	0
740	Why are the women in accounting so bitchy?	1
741	Women always see things how they want them to be instead of the reality	1
742	"You want equality? Learn to not pull the ""I'm a woman"" card."	1
743	I hate rich snobby women that don't know there place in front of men!	1
744	Don't get me wrong I'm not sexist, but seeing female engineers on site is weird	1
745	Females already have equal rights. Stop complaining.	1
746	they are really making it hard to act otherwise.	0
747	Wow she went from zero to cunt in eight seconds.	1
748	Hey now, my opinion is just as valid as hers.	0
749	Her opinion is just as valid as his.	0
750	The majority of girls are useless in group projects	1
751	I think Ashley will know her way around HQ as well she does around Lloyd's jocks	1
752	Doing nothing does require an inordinate amount of skill	0
753	Melissa shouldn't talk economics. That's like me talking about a new designer purse or something.	1
754	i can say with certainty i haven't had an intelligent conversation with a female under thirty	1
755	why are women allowed opinions again?	1
756	I think she should get a promotion for her looks alone.	1
757	Sorry, but I do believe in certain gender roles when it comes to marriage	1
758	Ed Zimmerman made a pledge to not attend all-male tech events.	0
759	The report looks like it was made by a five year old little girl	1
760	These new girls think way too highly of themselves. They're not even attractive.	1
761	Who invited Miss Hottie?	1
762	Good luck to her, and let us know how she does.	0
763	The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without.	0
764	It's less of a day without women and more of a day without feminists, which, to be quite honest, sounds lovely.	1
765	I'll pass on a day without women. Real women don't abandon their responsibilities	1
766	We can't achieve any of our goals without the participation of women and girls.	0
767	You've got a strong grip for a girl.	1
768	she parties like a man but loves like a woman	1
769	We all need sister, daughter, mother, wife. Thank you to those who complete us.	0
770	Our women in law enforcement are crucial to our success-protecting and serving each and every day.	0
771	It was such a nice day out today. Nice and quiet, the roads were clear. It must've been a day without women	1
772	Look like a girl, act like a lady, think like a man and work like a dog.	1
773	Women possess a unique combination of will, determination and emotions.They can protect, support and uplift the family and society.	0
774	Thanks to women everywhere for all you do to help create a wiser, stronger, kinder and happier atmosphere	0
775	Women are most respectable in our society and culture. I believe in giving them due respect no matter what the situation is.	0
776	My brother came in from school telling me he stuck up for a girl getting bullied bc he hates seeing girls upset. That is a proper gentleman	0
777	We can't be here without the participation of women and girls	0
778	Women aren't created weaker than men. Without Women, everyone's nothing.	0
779	Let's talk about how a girl's brain is as good as a boy's.	0
780	Five feet and nine inches is tall for a girl right?	0
781	you're a woman and you don't equate to shit bc you aren't a man and you can't do anything as good as a man ever will	1
782	A man need not fear his wife's income.	0
783	Real women don't go along with a day without women crap! It's a fake cause manufactured by man-hating feminists and lesbians. Stop it!	1
784	Nurtured by my mother, found true love in my wife and understood real meaning of life with my daughter. I'm blessed.	0
785	Should a guy open the car door for a girl?	0
786	You know you're pretty smart for a girl.	1
787	A Good Wife knows it doesn't matter who does a managerial job as long as its the best man for the job	1
788	Because behind every great woman there is no man	0
789	We want to construct a different world of work for women	0
790	Woman are the future. Rise up, Stand up, Shine on.	0
791	As a man, I would have worded that sentence twice as good	1
792	Every time you mistreat a woman, you give up the right to be treated like a man.	0
793	A world in transition needs feminine energy.	0
794	I don't care how hard you think you are if you cant act like a man no one will respect you	1
795	What would the world do without women and girls?	0
796	We have always been the catalysts and change makers. We should reject misogyny at every turn!	0
797	but I figured you were tough enough to take it like a man. I guess not.	1
798	Should a woman act like a man in business?	0
799	A woman is just as good as a man	0
800	When a man is ambitious it's seen as a good thing, and when a woman is described as ambitious it's seen as a complete negative	0
801	She thinks like a man but acts like a lady	1
802	Don't think that a woman has to act like a man to show that she has strength.	0
803	I'm just as good as a man. I don't need a special day to celebrate that.	0
804	a woman isn't worth a damn unless she can kick ass like a man	1
805	To be considered half as good, a woman has to work twice as hard as a man.	0
806	When life gives you lemons squirt them into the eyes of people who tell you that you are smart for a girl	0
807	A woman who can't cook can just do as good as keeping a man as the woman who can cook if you ask me	0
808	Personally I think women shouldn't play soccer or drive trucks because it's not elegant	1
809	A woman who strives to be like a man lacks ambition.	0
810	In a predominantly male work place being good at what you do equates to be doing it like a man.	1
811	There is no limit to what we, as women, can accomplish.	0
812	Act like a man or else	1
813	Give women in their advanced years respect they rightly deserve	0
814	What a good man can do, a woman can do just as well or even better. Together we are best.	0
815	Well, I'm not dumb but I can't understand why she walks like a woman and talks like a man.	1
816	Here's advice for women: Think like a man act like a women	1
817	She looks like a man	1
818	Women are territorial about their kitchens its kinda like a man and his garage	1
819	Time to get up and walk like a man	1
820	There is no good reason a woman cannot achieve just as much as a man if she wants	0
821	Marriage is the ultimate happiness for a girl.	1
822	I'm not a female chauvinist, but if in this modern era, a good man is judged as one that pays the bills? A good woman is one that can cook!	1
823	Women are physically incapable of doing as good of a job as a man in many industries. It's basic anatomy.	1
824	She deserves the love she needs and the respect she is worth!	0
825	HUGE shoutout to all the ladies that proved they could do a mans job just as good as a man could, when everyone thought it was impossible	0
826	No mountain is high enough for a girl to climb	0
827	Wow, you're really tall for a girl! How'd you get so tall, baby?	1
828	These bitches so worried about thinking like a man they don't know what it is to be a woman	1
829	Elegant and beautiful? Cheap and trashy! Nothing more unattractive than girls banging on about how hot hey are.	1
830	its melting because you didnt put it in the freezer before you served it you dumb skank!	1
831	I cannot stop looking at Nikki's dreadful black crooked bra	1
832	Trying to find something pretty about these blonde idiots.	1
833	She knows how to walk. You go girl. One foot in front of the other.	1
834	Stick to your day jobs girls	1
835	Katie and Nikki have definitely proved they're not just dumb blondes with pretty faces. They're just dumb blondes.	1
836	Yes, we get it. You're pretty. Tone down the self promo and just cook!	1
837	They starting to act and look like a couple of B grade hookers to me	1
838	Classy and elegant is one way of putting it.	0
839	Sorry but Jessie is being a real cunt. You're not all that.	1
840	Katie's a fatty!	1
841	He saved them cause he wants to bang them	1
842	Do you get it, you Blondes	1
843	ah girls, you are dumb if you really believe you have pretty faces.	1
844	Just want to slap the stupid out of these bimbos!	1
845	Colin was pretty nice to the girls. Do you think he's giving them the dick?	1
846	I don't know what's bigger, her forehead or her ass?	1
847	Hate these blonde bitches already	1
848	Really bitch really? Get on the runway and back in the kitchen	1
849	WHAT A DUMB BITCH	1
850	Put a bra on Nikki, you dumb slut	1
851	These girls need to go. Their vanity is making me ill. Very unattractive	1
852	I wonder which of the blonde molls screwed the manager to get that job? Probably both	1
853	Sassy - halfway between slut and classy	1
854	These girls really put the ASS in sass	1
855	suck on that whores	1
856	How do you sleep at night, Cathy? You. Cunt.	1
857	She may be a bitch but let's be honest, the blondes weren't too far behind	1
858	Seriously Nikki. Keep your arms down to hide the bingo wings and back flab.	1
859	Stop smirking you vile bitch	1
860	cough slut cough	1
861	LOVE Debra and Eva, and Sheri and Emilie! Such beautiful souls. Will Sheri and Eva ever kiss?	1
862	Sheri if you don't swallow that fine but Ill drink lots pineapple juice	1
863	Go fuck yourself  Maddy, stupid slut	1
864	I swear to fuckin god Tianna and Andre are the worst ever contestants, she is such a little bitch	1
865	Jeans were a bit tight tonight Danielle?	1
866	She calls it strategic, I call it being a bitch!	1
867	The blondes will get through cause they are young and can suck	1
868	She looks like medusa plus that ugly personality to top it off	1
869	This bitch has no right to talk about fair and has no right to celebrate, I hope that they crash and burn they don't deserve to be here	1
870	she should be practising on her cooking skills	1
871	Why does she have to be such a cunt?	1
872	Seriously. Crazy eyes is staying?	1
873	She is actually a bitch, but I had to laugh at her response.	1
874	Helena is such an awful bitch!	1
875	She's the Wicked Witch from the West	1
876	I'm going to miss her resting bitch face.	1
877	Kate you stupid woman!	1
878	Yet another student settles with university over an unfair process resulting from campus sexual assault hearings	0
879	You make many baseless assumptions and decide they are facts.	0
880	Must suck not being able to reach your own potential in life. Must be because you're a woman	1
881	Why do we stand aside when a vocal minority screams we have more rights than women?	0
882	Do you realize how powerful feminism really is?	0
883	Have you ever taken six weeks off from work, casually decide if you want to go back and then choose to work part time?	0
884	Thanks. I appreciate that.	0
885	Why was she fired, do you know?	0
886	Can you give an example?	0
887	There is literally photo evidence above	0
888	Why are you body shaming her for having Man Hands?	0
889	Who would that be?	0
890	 This is the tag's founder...	0
891	Can she explain why this is wrong?	0
892	I'm looking for them. There is a lot of hay on top of those needles.	0
893	She said that in what way?	0
894	I didn't realize I was supposed to treat you as a child whose opinion is irrelevant. Sorry. My bad.	1
895	I'll take any screen grabs you have. Thanks.	0
896	Well, I'd have no way of knowing so that's a bad point.	0
897	That was in reply to her.	0
898	She's great.	0
899	So that is the root cause of their hypocrisy. You have swung me.	0
900	Can you explain why what she described there is wrong?	0
901	I meant this one. Can you explain why it's wrong?	0
902	I have no idea what she said.	0
903	So, you will continue to oppose equality no matter the logic?	0
904	I like a multimedia approach.	0
905	did you know that when you look at a girl, you rape her?	1
906	Pretzel logic is understatement.  Her logic is like a pretzel being beaten and tossed off the Sears Tower. Puddle logic...	0
907	Well I'd bet on the latter.	0
908	So, no issue with her doing the very thing she decries, then?	0
909	I realized then that selfish hypocrisy is the crux of modern feminism, not equality.	1
910	I know little more than I just told you. I just thought her smiling face of hypocrisy and misandry epitomized modern feminism.	1
911	I'm blocked.	0
912	So says an unthinking pussy. Yawn.	1
913	Exactly. It's a sexist marketing ploy.	0
914	Define forcing.	0
915	Don't know her, sorry.	0
916	Nope, I'm going to have to disagree with him.	0
917	That is a genuinely interesting question. of course, the answer is predictable and boring.	0
918	I saw this the other day. Excellent.	0
919	To an exten we are not exactly overwhelmed with great options	0
920	You appear to have common sense. So, no, you'd be totally wrong.	0
921	So is the answer nothing?	0
922	None of these things are true. But I return to the original question and research. What have you read?	0
923	No one said she should.	0
924	Can you explain why that would be sexist?	0
925	No. Actually, she has an economics degree.	0
926	You couldn't design a much poorer set of incentives, no.	0
927	I'm saying you can never control two different individuals to be the same.	0
928	i hate when u open the door for a hot chick and then her ugly friend wants u to keep it open for her. bitch open it yourself	1
929	Nothing. I like women in pink. It's a tipoff that they don't angrily reject femininity like, well, you know.	1
930	I have a million valid arguments. That doesn't change reality.	0
931	Gotta take the bad with the good.	0
932	I'll be honest. I've never heard that before.	0
933	Sorry to hear that. Get well, man.	0
934	Thanks for heads up. I watched it. Good stuff.	0
935	Nope. Hence, the two DIFFERENT terms.	0
936	Who is to blame for that?	0
937	Excuse me, who is arguing that?	0
938	there is no beef here.	0
939	Just saw her work from a few days ago. It's brilliant. We need fifty more like it.	0
940	The motive doesn't lessen the outcome.	0
941	Then I have no idea.	0
942	You could think of the worst possible idea ever, and it's still wouldn't be as bad as this one.	0
943	She was already linked. She doesn't care.	0
944	It seems that she doesn't care about facts.	0
945	That girl is hideous in every way.	1
946	I appreciate you bringing good content to me, though.	0
947	Was your previous praise tactical or just misplaced?	0
948	Is the fact that women are asked that question sexist?	0
949	If you don't negotiate good salary going in, it's difficult to make that up later.	0
950	And that proves what?	0
951	This is disgusting.	0
952	good luck to you with that.	0
953	The mine is no place for a woman to work. Call me sexist but a woman as a rock driller is not practical.	1
954	I'm sorry. But I don't see what's hot about girls who eat like guys. Call me sexist, but i like girls because they're girls.	1
955	Feminism is a respectable ideal. Searching for problems is not.	0
956	Call me sexist, but I hate female receptionists. They always give me attitude like I'm the reason their boyfriend broke up with them	1
957	Seriously if you're female you need to be able to cook. it's in your DNA	1
958	I just think Men are better Comedians.	1
959	The only thing a woman should help a man build is a relationship	1
960	Women should familiarise themselves with the pots. After all a way to a man's heart is through the stomach	1
961	they need to get back in the kitchen if you ask me.	1
962	It seems like females never have valid opinions when it comes to sports	1
963	Some girls should not wear any type of tight clothing	1
964	I believe women have a tendency to be more impractical than men.	1
965	The only women I can take serious when they're angry are my mom and grandma	1
966	There is no chance in hell I'm letting a girl beat me at anything. Sorry	1
967	Never ever take directions from a woman!	1
968	The people at work are childish. it's run by women and when women dont agree to something, oh man.	1
969	I'd be scared to have a woman running the country. women are too nice.	1
970	There is a double standards there's certain rules for dudes and there's certain rules for females	1
971	It was the best of times, it was the worst of times. But she had amazing tits, I gotta say.	1
972	The best part of a woman's body is their hands, simply because they can make sandwiches and clean shit with them	1
973	"I must admit the ""Women belong in the kitchen"" jokes were worth a chuckle."	1
974	women talk three times more than men	1
975	I'll probably get in trouble for this but women weren't designed or created to be alone	1
976	Don't treat women like an object.	0
977	I hope no single broad tries to swerve me but a woman's ultimate position is to be by a man	1
978	EVERY girl is crazy no exceptions.	1
979	"Only females recognise the ""final spin"" on a washing machine full of clothes"	1
980	I do not like female engineering teachers	1
981	I can't work with 5 female managers at the same time anymore	1
982	Rape culture is not about having sense of humor. It is about silencing, shaming, and terrifying women.	0
983	I can not stand women commentators	1
984	I'm getting a little tired of female announcers.	1
985	I just feel men and women have their appropriate roles in life	1
986	A lot of females lack true logic sometimes. A lot of guys are just dumb though.	1
987	The true definition of a goddess is a good housewife and mother who also has good health, looks and physique	1
988	Men's skill sets and abilities are just leagues above the women's.	1
989	Chicks just aren't that funny.	1
990	Most girls don't know how to form their own opinions.	1
991	I don't think America is ready for a female president.	1
992	As far as I'm concerned, girls who argue are stupid.	1
993	Girls just shouldn't curse.	1
994	Whatever, but most of the girls I've met aren't cut out for working full time.	1
995	I'll never vote for a woman president because I don't think any woman is mentally stable enough.	1
996	We all get bored of women. They stop making sense after sometime. Especially the talking part.	1
997	I can't stand working in an office with women who gossip the entire time	1
998	Maybe so. But I'm still right.	0
999	I need a girl that'll iron my shirts and not call me sexist	1
1000	Men are far more civilised during these debates than women.	1
1001	Almost purely because men can raise their voices, women just end up screaming.	1
1002	Men have a discussion. Women argue.	1
1003	I don't think men and women are equal.	1
1004	Guy teachers are by far better than teachers that are girls	1
1005	Back then, Men were in charge and women were obligated to them. Today, women are just as equal and even better.	0
1006	Some things shouldn't be said by females	1
1007	She doesn't care what you think.	0
1008	This girl across from me has a jungle on each leg. Please shave.	1
1009	I do believe that women are inferior to men.	1
1010	If women ruled the world, there would be no war at all. Just a bunch of countries that wouldn't talk to each other!	1
1011	You don't understand my intent	0
1012	How are girls so bad at math when they know so much about hair volume and the volume of their mascara	1
1013	Typical woman sticking her nose where she shouldn't	1
1014	"A chick shouldn't be able to say ""I'm on my period i don't feel good"" and not have to work."	1
1015	Feminists annoy the shit out of me	1
1016	I dont like dealing with women when there is business to do. They are too emotional	1
1017	Guys are better than women in everything. It's not sexist but it's just because we are competitive as hell	1
1018	Again and again I am reminded harshly that having a women boss truly sucks	1
1019	I'm not sexist but on my life theres a gene in women that blocks their rationality.	1
1020	It's of note when a woman surprises me with her competence.	1
1021	everyone and their mothers must stop acting like men	1
1022	The reason liberal women are liberal is because they have to date liberal men	1
1023	A lot of females try to think like a man to avoid getting hurt/played instead of just being a woman. Take a chance, love again.	1
1024	Insecure feminists created a day without women.	1
1025	What will we do without feminists?! Everything.	1
1026	Nothing like a fine women with pretty feet in a great pair of shoes!	1
1027	This needs to be changed to A day without Third Wave Feminists. Real women will be working.	1
1028	Conservative and intelligent women did not take the day off on A Day Without Women	1
1029	You've got a strong grip for a girl	1
1030	Time to get up and walk like a man	1
1031	Act like a lady and think like a man.	1
1032	You should look like a girl, act like a lady, think like a man and work like a boss.	1
1033	As a man, I would have worded that sentence twice as good	1
1034	Women are meant to be loved not to be understood	1
1035	"I am going to create a restaurant called ""Sandwich world"" and i am only going to hire women."	1
1036	Act like a lady, think like a man.	1
1037	It's impossible for a girl to be faithful	1
1038	Covered girls are better than cover girls 	1
1039	Truly a day without women should be renamed a day without cry baby feminists. No respectable lady with a real life acknowledge it.	1
1040	Did u know ABCDEFG means A boy can do everything for a girl. The Reverse GFEDCBA means Girl forget everything done and catches new boy again.	1
1041	Sorry, but real women show up for their commitments.	1
1042	I don't care how hard you think you are if you cant act like a man no one will respect you	1
1043	A lot of females try to think like a man to avoid getting hurt instead of just being a woman. Take a chance, love again.	1
1044	That's your right to of course. I think she promotes hatred towards a good man, a man she will never be as good, or as principled as.	1
1045	You're not cute, you always look like A MAN which is definitely a positive aspect	1
1046	If a man marries a good woman, he will have a happy life as long as he himself is not ambitious and is quiet and obedient.	1
1047	Nothing can destroy a man's productivity like the love of a woman!	1
1048	Six foot two inches IS TOO TALL for a girl. Wow.	1
1049	A Good Wife knows it doesn't matter who does a managerial job as long as its the best man for the job #IWD2017	1
1050	you gotta act like a woman and think like a man	1
1051	When a girl cries for a guy, it means she really misses him. But when a guy cries for a girl, nobody can love that girl more than him.	1
1052	women are territorial about their kitchens its kinda like a man and his garage	1
1053	you're abnormally tall for a girl	1
1054	stop calling yourselves pretty and hot. you're not and saying it a million times doesn't make you either.	1
1055	They're Not dumb blondes, perhaps they just have delusions of adequacy?	1
1056	Stop saying dumb blondes with pretty faces as you need a pretty face to pull that off!	1
1057	jus going to say it again DUMB BITCH!	1
1058	wait, that back shot of nikki. she's wearing blue knickers?	1
1059	Just me, or are those hot blondes not at all hot? Just average!	1
1060	Who was responsible for convincing these girls they were so pretty?	1
1061	The girls are going through this is fucked or are they sucking Colin's cock!	1
1062	These girls are pretty awful.	1
1063	if I have to watch five more minutes of these stuck up, idiotic hookers I'll neck myself.	1
1064	Gosh I dislike those two girls. They just aren't hot either.	1
1065	They're staying just so that the producers can have a showdown between them and the posh bitches	1
1066	Seeing as you two think this is a modelling competition, I give you two a score of negative ten for your looks.	1
1067	Sassy? Girls you aren't sassy. More like bitchy.	1
1068	I've finally figured out what she models. camel toes.	1
1069	Question is are they pretty?	1
1070	You've just proved that you are two blondes with fucked up faces!	1
1071	the only way these girls are staying is if they blow every bloke in the room. So they're still in with a shot.	1
1072	Seven percent of all hearing loss is a result of sitting in a restaurant next to a table full of women who just received dessert.	1
1073	A word processor is too technical for the skanky hoes	1
1074	Perhaps if the girls had spent less time looking in and kissing mirrors and more time in preparation for the meeting they'd be better off.	1
1075	Hope the blonde cows don't make it through!	1
1076	Yeah I can't see her sporting Victoria's Secret wings anytime soon.	1
1077	These two blondes are not skinny enough to be models.	1
1078	these two take dumb blonde to a a new level	1
1079	Girls claiming they're hot generally have an overinflated view of themselves	1
1080	Annie looks like a mouse	1
1081	you're the sort of bitch that really makes the show	1
1082	Oh my god the sluts are going to get through	1
1083	I think it was Nikki and Katie's modesty that made them so appealing	1
1084	So those blonde chicks are gone, yay	1
1085	Bless them, they still think they were Hot	1
1086	That face she just pulled was hideous.	1
